Research and Development,GBP,434.21,15.12.2020,Alyson Lackham
Support,JPY,339.24,08.06.2020,Thorsten Dressel
Training,GBP,146.61,05.01.2020,Decca Piddle
Product Management,JPY,424.47,11.10.2020,Minni Giacopini
Sales,EUR,86.17,14.03.2020,Pincus Kennagh
Marketing,GBP,831.22,10.10.2020,James Lonsbrough
Human Resources,EUR,631.27,06.11.2020,Ronny Woodes
Services,EUR,61.16,25.06.2020,Gigi Aggis
Legal,GBP,469.31,19.03.2020,Eveline Frostdick
Business Development,EUR,947.03,30.06.2020,Rhonda Shewery
Research and Development,EUR,825.89,29.05.2020,Rorke Abdon
Services,JPY,78.79,16.11.2020,Isahella Traut
Services,GBP,700.10,21.11.2020,Ronald Fardo
Engineering,EUR,882.12,17.10.2020,Tedmund Sigart
Sales,GBP,407.48,25.07.2020,Lois Bertholin
Sales,JPY,743.08,14.06.2020,Rosamund MacGaughie
Engineering,GBP,503.22,17.01.2020,Ortensia Schlagman
Marketing,GBP,429.92,06.09.2020,Beltran Dungee
Services,JPY,304.58,19.02.2020,Robin Allardyce
Support,JPY,595.57,16.05.2020,Jerald Weston
Support,USD,233.85 ,24.10.2020,Fowler Mobley
Marketing,EUR,342.02,14.06.2020,Billy Jefferys
Research and Development,JPY,519.67,29.10.2020,Grata Grealey
Marketing,USD,734.13 ,09.01.2020,Jude Greatham
Human Resources,GBP,910.38,22.03.2020,Morena Posen
Training,GBP,537.86,04.08.2020,Zerk Ager
Human Resources,EUR,221.37,23.09.2020,Desmund Brandacci
Services,USD,428.17 ,27.03.2020,Yorker Conen
Training,GBP,658.19,10.03.2020,Carlyn Durdan
Services,JPY,727.44,08.10.2020,Beck Ferreli
Support,GBP,839.89,21.09.2020,Pauly Foggarty
Engineering,EUR,495.17,03.02.2020,Pattie Raiston
Human Resources,GBP,689.95,16.03.2020,Jolynn Sheen
Human Resources,JPY,779.42,23.06.2020,Kippy Pernell
Business Development,USD,340.37 ,06.01.2020,Stephan Leyden
Accounting,USD,993.64 ,26.07.2020,Dyane Novill
Product Management,JPY,293.68,24.06.2020,Shurlocke Wakeley
Research and Development,JPY,395.41,28.04.2020,Evered Elwyn
Business Development,USD,820.88 ,29.11.2020,Carin Pacher
Sales,JPY,277.32,01.09.2020,Adriaens Bayfield
Business Development,JPY,714.79,05.04.2020,Stefania Sabberton
Legal,EUR,148.30,20.12.2020,Bartolemo Tankard
Sales,EUR,969.03,28.02.2020,Marco Dametti
Services,JPY,896.81,23.10.2020,Kaela Wild
Accounting,USD,868.09 ,10.08.2020,Abrahan Symms
Accounting,EUR,692.39,14.04.2020,Jarrett Harridge
Services,USD,713.54 ,10.08.2020,Lawton Fairweather
Business Development,GBP,801.13,17.03.2020,Bevan Lukacs
Support,GBP,831.58,03.03.2020,Donavon Josling
Sales,EUR,346.53,13.04.2020,Annalee Musico
Research and Development,GBP,589.75,27.02.2020,Nessa Rattenbury
Research and Development,GBP,397.37,24.09.2020,Dag McCutheon
Research and Development,USD,284.82 ,28.04.2020,Shaine Hay
Sales,JPY,259.25,20.09.2020,Aileen Brouard
Legal,GBP,310.44,01.01.2020,Jolyn Thorneloe
Human Resources,GBP,821.41,11.05.2020,Kareem Slimon
Marketing,USD,607.34 ,11.06.2020,Pail Tatton
Legal,GBP,436.00,29.12.2020,Merle Danielian
Business Development,EUR,26.48,21.06.2020,Mellisent Firmage
Training,JPY,545.75,19.11.2020,Stewart Dohrmann
Support,GBP,383.08,19.10.2020,Rob Harriott
Research and Development,GBP,109.58,19.05.2020,Brittaney Spelsbury
Human Resources,GBP,591.84,03.06.2020,Poppy Hands
Support,EUR,379.70,18.05.2020,Tabbi Coste
Marketing,GBP,126.57,21.09.2020,Ike Nicely
Human Resources,USD,444.12 ,14.04.2020,Aldous Yanne
Business Development,JPY,607.39,18.07.2020,Shannah Valsler
Business Development,JPY,304.52,14.08.2020,Anthiathia Dommersen
Training,USD,808.84 ,24.05.2020,Mildrid Poskitt
Legal,GBP,84.17,30.05.2020,Corella Haugeh
Engineering,GBP,160.64,25.12.2020,Henrik Gley
Services,USD,403.37 ,07.04.2020,Robinetta Riccardi
Support,JPY,19.43,27.08.2020,Barbara Catcheside
Business Development,USD,109.82 ,24.08.2020,Anissa Jakeway
Training,GBP,275.88,21.02.2020,Melisa Eliet
Human Resources,JPY,318.73,13.06.2020,Jourdain Bonifazio
Product Management,JPY,42.89,22.09.2020,Leelah Wathen
Services,JPY,386.87,06.07.2020,Asa Haugg
Research and Development,USD,744.08 ,29.02.2020,Nancy Aylott
Support,EUR,522.32,19.01.2020,Gus Kitcher
Training,EUR,296.23,10.10.2020,Hugo Busher
Training,JPY,386.08,04.04.2020,Shandra Rosenvasser
Support,GBP,69.72,11.03.2020,Deloris Garrelts
Accounting,JPY,396.05,30.08.2020,Patrice Gregore
Training,EUR,500.35,03.11.2020,Upton Dummett
Accounting,EUR,210.62,30.03.2020,Shelton Wagnerin
Marketing,USD,289.86 ,04.02.2020,Nathan Lucian
Legal,USD,793.95 ,21.06.2020,Alleyn Pidduck
Legal,USD,128.66 ,06.07.2020,Webster Garett
Legal,USD,34.62 ,27.11.2020,Sallyanne McQuillan
Legal,USD,783.06 ,15.07.2020,Joline Mill
Human Resources,JPY,737.45,10.12.2020,Delaney Linch
Research and Development,USD,427.57 ,14.04.2020,Ethelind Skirvane
Support,GBP,998.83,12.02.2020,Brig Allgood
Training,JPY,304.21,11.01.2020,Toby Laight
Services,JPY,991.11,21.08.2020,Alick Podd
Human Resources,USD,299.16 ,13.12.2020,Pam Frenzel;
Accounting,JPY,678.01,29.06.2020,Deirdre Halwell
Support,GBP,780.78,23.06.2020,Joelle Reith
Accounting,GBP,260.11,26.12.2020,Susanne Camplin
Research and Development,USD,936.58 ,25.04.2020,Marj Lee
Accounting,JPY,142.88,13.02.2020,Win Heinecke
Sales,GBP,127.18,25.04.2020,Misha Camelli
Support,EUR,388.99,02.04.2020,Mal Greenstead
Marketing,USD,948.50 ,22.03.2020,Dolley Parton
Support,EUR,138.47,04.01.2020,Georgetta Heims
Engineering,JPY,889.86,25.07.2020,Hermia Apperley
Engineering,USD,505.44 ,02.01.2020,Damara Baglan
Training,JPY,322.39,24.02.2020,Norbie Treacher
Legal,JPY,356.80,11.08.2020,Agosto Manske
Research and Development,USD,808.68 ,21.07.2020,Rafaelia Harring
Support,USD,851.51 ,30.07.2020,Anne Ringham
Engineering,GBP,190.52,03.01.2020,Beverlee Edge
Marketing,USD,188.70 ,13.01.2020,Rani Kleinhandler
Research and Development,USD,114.22 ,09.04.2020,Wait Pedroli
Training,JPY,585.48,09.08.2020,Irving Hilland
Human Resources,EUR,914.80,20.04.2020,Joel Glavis
Support,EUR,272.71,17.10.2020,Ted Irce
Research and Development,JPY,391.91,01.11.2020,Nani Urrey
Research and Development,GBP,991.95,18.10.2020,Silvanus Baudassi
Support,USD,311.71 ,25.01.2020,Eleonore Hindsberg
Training,JPY,961.97,25.03.2020,Alister Waleran
Business Development,JPY,237.01,22.11.2020,Niels Stanlake
Research and Development,EUR,253.69,24.06.2020,Laryssa Leek
Legal,GBP,558.10,11.09.2020,Odetta Bowerbank
Business Development,JPY,796.09,20.01.2020,Hiram Carefull
Marketing,USD,462.62 ,04.07.2020,Catina Murfill
Business Development,JPY,183.24,05.04.2020,Charlotta Bentke
Training,JPY,92.57,28.08.2020,Ozzie Andrez
Business Development,USD,681.81 ,24.07.2020,Gertrude Jodrellec
Marketing,USD,472.56 ,20.06.2020,Pail Cheers
Research and Development,GBP,562.08,11.04.2020,Marlin Yearne
Legal,JPY,957.16,06.06.2020,Jesus Roylance
Marketing,USD,561.78 ,08.11.2020,Cyrill Voisey
Sales,JPY,502.56,05.04.2020,Ambur Cowern
Support,USD,462.72 ,14.08.2020,Oliy Simpkin
Marketing,EUR,829.91,18.11.2020,Saloma Guille
Engineering,USD,834.87 ,01.11.2020,Adora Stanaway
Legal,JPY,216.02,14.05.2020,Florida Litherborough
Engineering,JPY,54.88,18.08.2020,Kati Moline
Engineering,JPY,673.68,11.03.2020,Dimitri MacFadzan
Research and Development,USD,969.21 ,01.04.2020,Deanna Blay
Business Development,USD,937.33 ,13.08.2020,Kathie Spincke
Training,JPY,839.30,29.05.2020,Elfreda Bruckenthal
Accounting,EUR,513.71,31.08.2020,Marian Bools
Accounting,GBP,695.89,01.03.2020,Celestyna Goodin
Training,EUR,245.93,09.03.2020,Lawry Ellissen
Marketing,GBP,89.67,14.10.2020,Norbie McIlherran
Business Development,USD,965.82 ,27.10.2020,Gabrila Matheson
Human Resources,GBP,197.53,21.04.2020,Jessalyn Gilham
Research and Development,JPY,218.95,26.04.2020,Druci Ceillier
Marketing,JPY,265.49,07.08.2020,Boycie Tarzey
Engineering,EUR,808.93,27.05.2020,Tadeo FitzGibbon
Training,JPY,227.68,13.04.2020,Wendie Lorenzetti
Support,USD,538.21 ,29.05.2020,Lenette Niemiec
Business Development,JPY,921.92,06.10.2020,Gilberte Stanex
Support,USD,355.07 ,12.11.2020,Aeriela Pickston
Marketing,GBP,909.65,20.11.2020,Estell Glowinski
Support,JPY,342.14,27.07.2020,Esra Thexton
Support,EUR,790.59,20.05.2020,Skylar Gerbl
Marketing,USD,250.15 ,14.07.2020,Lamar Attwoull
Marketing,EUR,924.06,27.08.2020,Yvor Langfield
Accounting,GBP,284.39,19.12.2020,Shayna Molen
Engineering,JPY,477.31,11.11.2020,Filippo Shuard
Research and Development,USD,158.43 ,06.08.2020,Silvano Reinhart
Accounting,EUR,422.61,07.09.2020,Vasilis Tantum
Business Development,JPY,122.79,13.02.2020,Cletus Harrisson
Human Resources,USD,208.42 ,25.10.2020,Ossie Meysham
Marketing,JPY,12.58,15.05.2020,Hershel Brisard
Business Development,USD,224.29 ,23.07.2020,Kinnie Haffner
Accounting,JPY,750.73,23.02.2020,Josie Wayvill
Services,GBP,137.58,29.04.2020,Arabelle Helmke
Training,USD,826.24 ,15.05.2020,Joete Mariaud
Engineering,USD,150.93 ,09.03.2020,Dulsea McArdle
Accounting,USD,635.84 ,10.03.2020,Tann Toner
Services,EUR,332.40,13.09.2020,Falkner Farryan
Marketing,GBP,258.24,24.02.2020,Lola MacKessock
Accounting,USD,669.11 ,30.04.2020,Gussi Tradewell
Product Management,EUR,107.66,06.03.2020,Ania Langthorn
Training,EUR,144.63,18.08.2020,Briny Saldler
Legal,EUR,890.23,22.06.2020,Salaidh Borborough
Engineering,USD,971.95 ,28.10.2020,Harald Bulteel
Support,USD,56.16 ,22.03.2020,Nellie Uzzell
Legal,EUR,224.09,10.07.2020,Aurore Costock
Accounting,JPY,103.90,15.07.2020,Aline Floodgate
Services,JPY,132.52,13.01.2020,Harp Kerrod
Research and Development,GBP,224.34,27.04.2020,Amber Greswell
Legal,JPY,829.26,15.02.2020,Roda Deverale
Sales,GBP,656.02,29.06.2020,August Phalip
Marketing,USD,958.00 ,26.06.2020,Donavon Olenin
Marketing,GBP,554.12,14.07.2020,Teresita Aymerich
Accounting,USD,826.79 ,11.11.2020,Carlye Parkman
Product Management,EUR,949.62,05.06.2020,Sonni Meeking
Sales,EUR,258.40,28.01.2020,Daren Haggleton
Human Resources,GBP,297.75,10.06.2020,Kellen Josselsohn
Product Management,JPY,821.98,26.01.2020,Elnore Danit
Sales,USD,890.63 ,16.09.2020,Eddy Culwen
Services,USD,996.70 ,06.09.2020,Elroy Blaksland
Accounting,USD,252.03 ,28.10.2020,Ealasaid Nystrom
Services,USD,103.12 ,18.02.2020,Bailey De Vaan
Accounting,GBP,383.17,09.06.2020,Sheffie Frome
Accounting,GBP,388.05,10.04.2020,Kalie Argue
Business Development,EUR,553.78,20.03.2020,Lettie Mustoe
Business Development,JPY,236.00,13.08.2020,Zechariah Buggs
Training,GBP,702.71,16.07.2020,August Creus
Accounting,GBP,321.53,01.09.2020,Shanda Swynfen
Accounting,EUR,57.03,17.08.2020,Feodor Cubbin
Marketing,EUR,390.09,17.01.2020,Yasmeen Matzke
Business Development,USD,586.62 ,26.11.2020,Gannie MacKaig
Support,GBP,952.45,05.02.2020,Perry Havis
Support,EUR,439.54,23.09.2020,Henriette Ruskin
Business Development,EUR,650.78,06.02.2020,Ambrosio Beveridge
Sales,GBP,415.35,17.11.2020,Murielle Phettis
Sales,USD,771.49 ,05.09.2020,Brittaney Armitage
Training,USD,316.67 ,09.05.2020,Uriel Rosenberger
Legal,EUR,413.39,08.06.2020,Bobine Gutridge
Services,USD,399.96 ,24.05.2020,Lesya Traviss
Product Management,JPY,830.78,09.02.2020,Rad Childes
Marketing,USD,940.65 ,28.07.2020,Floria Fidock
Human Resources,EUR,95.57,02.05.2020,Marian Rathke
Marketing,EUR,632.17,20.06.2020,Alica Babin
Accounting,JPY,111.67,03.12.2020,Christine Ramsden
Product Management,JPY,245.51,24.06.2020,Duffy O'Canavan
Product Management,EUR,848.25,23.07.2020,Fleur Majury
Training,GBP,850.96,27.07.2020,Filide Kenway
Business Development,JPY,382.96,23.02.2020,Gale Rediers
Product Management,GBP,124.04,25.06.2020,Annora Marchelli
Product Management,USD,559.39 ,29.08.2020,Lenci Malden
Training,GBP,347.87,14.06.2020,Phillida Tytherton
Sales,USD,240.37 ,28.07.2020,Atlanta Philpott
Sales,GBP,932.35,24.12.2020,Hortensia McColley
Accounting,GBP,894.82,08.06.2020,Bryce Gommes
Engineering,GBP,974.69,10.11.2020,Parke Manvell
Human Resources,USD,751.90 ,26.12.2020,Michell Monks
Sales,EUR,272.25,26.07.2020,Modestine Ferron
Engineering,JPY,565.76,12.01.2020,Jemmy McEwen
Sales,GBP,262.97,06.12.2020,Leanor Decourt
Training,EUR,185.21,26.03.2020,Demetris Ilott
Research and Development,USD,747.03 ,15.05.2020,Oralla Berka
Legal,JPY,542.93,10.06.2020,Reginald Swarbrick
Marketing,GBP,135.32,02.11.2020,Bertrando Mearing
Accounting,EUR,296.98,20.12.2020,Brittne Cawthron
Human Resources,USD,372.32 ,28.10.2020,Brinna Brechin
Accounting,EUR,542.24,14.04.2020,Jodie Aitkin
Engineering,JPY,729.99,20.07.2020,Melany Britton
Engineering,JPY,363.54,05.02.2020,Lora Fretwell
Research and Development,JPY,532.39,26.07.2020,Corbin Checcuzzi
Business Development,GBP,809.27,26.08.2020,Raynell Arnaud
Training,GBP,662.25,30.03.2020,Delila Hablet
Sales,USD,167.43 ,11.03.2020,Carmella Palek
Legal,USD,957.22 ,05.03.2020,Nobe Bhatia
Sales,USD,531.25 ,01.05.2020,Iris Wadforth
Sales,JPY,765.20,30.11.2020,Peirce Portress
Research and Development,GBP,158.81,03.01.2020,Shane Heilds
Training,EUR,440.52,30.04.2020,Corby Order
Accounting,JPY,371.97,19.10.2020,Bettine Desesquelle
Legal,EUR,205.93,26.12.2020,Cordi Kittley
Human Resources,GBP,158.12,13.06.2020,Ray Ackroyd
Sales,USD,784.55 ,01.10.2020,Todd Bontine
Services,USD,102.06 ,12.10.2020,Darren Meenehan
Accounting,USD,311.73 ,21.05.2020,Joana Simeons
Legal,USD,160.39 ,01.03.2020,Hirsch Petroselli
Training,JPY,964.49,07.04.2020,Shurlock Ridhole
Legal,JPY,179.44,26.11.2020,Jemimah Trapp
Services,USD,614.71 ,31.08.2020,Mercie Worster
Engineering,EUR,379.71,22.12.2020,Fiann Aylott
Training,GBP,332.10,04.09.2020,Ann Craighall
Marketing,GBP,165.80,26.10.2020,Ludwig Hebbes
Marketing,JPY,461.77,02.05.2020,Margret Berthome
Engineering,JPY,600.15,24.10.2020,Sheree Brockwell
Engineering,EUR,167.24,15.10.2020,Crystal Brendel
Support,JPY,20.61,30.04.2020,Elbertine Cardnell
Business Development,JPY,674.89,04.05.2020,Margo Bagge
Marketing,USD,18.92 ,03.05.2020,Clarice McGavin
Marketing,JPY,381.85,19.03.2020,Amalle Townshend
Training,JPY,250.44,14.12.2020,Zarla Tingcomb
Accounting,GBP,25.42,20.09.2020,Aurelia Isaak
Support,USD,183.55 ,01.10.2020,Saleem Cowndley
Training,GBP,655.88,29.07.2020,Madelon Siseland
Legal,JPY,528.66,15.06.2020,Cordie Fragino
Sales,GBP,590.00,02.04.2020,Nannette Camacho
Engineering,GBP,213.37,30.04.2020,Clarabelle Halladay
Business Development,USD,354.40 ,24.12.2020,Theresita Juris
Human Resources,JPY,94.18,06.11.2020,Emmanuel Tilbrook
Services,JPY,355.92,17.04.2020,Florenza Joreau
Engineering,GBP,855.67,25.03.2020,Gabie Gegay
Human Resources,EUR,870.16,09.12.2020,Garreth Devote
Business Development,JPY,189.56,02.10.2020,Farlie Hayles
Human Resources,USD,920.86 ,07.03.2020,Taddeusz Andress
Marketing,GBP,920.39,16.08.2020,Halley Boxer
Product Management,USD,841.25 ,29.09.2020,Bay Tulloch
Human Resources,USD,109.13 ,21.08.2020,Donall Robardey
Training,USD,501.69 ,12.03.2020,Jo-ann Feldmus
Engineering,EUR,841.06,02.02.2020,Sonya Logan
Research and Development,USD,524.63 ,05.11.2020,Kerwinn Rumney
Marketing,GBP,668.58,02.03.2020,Ashbey Flaverty
Legal,GBP,162.02,03.02.2020,Marcellina Beane
Support,GBP,285.15,13.11.2020,Almira Bussel
Research and Development,JPY,442.50,22.10.2020,Den Grinyer
Marketing,JPY,909.30,28.07.2020,Nigel Brimman
Marketing,GBP,622.06,23.08.2020,Bernita Glaves
Training,GBP,389.98,29.07.2020,Indira Mussett
Support,USD,421.32 ,29.05.2020,Donal Budleigh
Sales,GBP,655.44,06.06.2020,Shay Kerman
Marketing,USD,184.66 ,26.01.2020,Boigie Preene
Business Development,JPY,603.50,23.02.2020,Florian McIlreavy
Legal,USD,576.66 ,30.01.2020,Kristos Rye
Human Resources,JPY,912.77,12.01.2020,Yoko Coop
Human Resources,USD,954.81 ,18.11.2020,Chancey Dancey
Legal,JPY,806.38,11.02.2020,Mikol Rodinger
Engineering,JPY,925.08,13.09.2020,Nalani Chessum
Marketing,GBP,368.80,24.10.2020,Quincey Peinke
Training,GBP,277.65,22.06.2020,Noemi Powney
Product Management,GBP,378.02,13.07.2020,Vally Baleine
Accounting,EUR,960.15,04.07.2020,Stillman Chrystie
Business Development,JPY,208.92,29.06.2020,Guido Showell
Accounting,USD,10.99 ,10.12.2020,Fanny Patillo
Engineering,JPY,98.14,21.01.2020,Gerta Copelli
Training,USD,528.88 ,04.06.2020,Gabriello Biskup
Support,GBP,21.77,26.05.2020,Dietrich Orridge
Training,EUR,244.42,12.05.2020,Terrell Horning
Business Development,GBP,99.70,05.02.2020,Arthur Phizackarley
Sales,USD,151.05 ,16.08.2020,Yehudi McCard
Accounting,JPY,865.91,08.12.2020,Tonie Birdseye
Legal,EUR,276.79,04.02.2020,Josi Fakes
Accounting,GBP,836.31,29.09.2020,Goldina Woodward
Support,JPY,567.45,19.05.2020,Calli Screach
Sales,EUR,635.86,11.03.2020,Ag Back
Sales,EUR,758.51,01.04.2020,Marta Brikner
Marketing,JPY,942.39,02.07.2020,Emelina Thacker
Accounting,JPY,726.16,22.01.2020,Bunnie Walles
Sales,GBP,255.22,24.05.2020,Say Pavlasek
Accounting,GBP,217.43,10.05.2020,Lib Kemetz
Product Management,USD,627.83 ,26.02.2020,Tandi Wreight
Human Resources,JPY,102.21,04.12.2020,Fina Paddock
Services,JPY,76.99,12.05.2020,Megen Pfeffer
Business Development,USD,706.15 ,28.10.2020,Brent Cantwell
Research and Development,USD,808.81 ,18.08.2020,Glennie Common
Services,JPY,668.87,29.09.2020,Les Mullins
Human Resources,USD,867.66 ,18.01.2020,Marion Lanfare
Support,USD,605.89 ,28.07.2020,Flossi Bales
Marketing,GBP,344.79,24.04.2020,Caralie Zammitt
Business Development,USD,217.35 ,20.10.2020,Pace Goudie
Support,JPY,638.45,24.05.2020,Opalina Ciabatteri
Marketing,USD,931.60 ,23.03.2020,Merrill Starrs
Product Management,USD,532.06 ,30.01.2020,Brook Keele
Marketing,JPY,776.71,09.04.2020,Jackie Stenet
Services,JPY,215.72,11.08.2020,Nesta Wilgar
Engineering,GBP,735.35,09.07.2020,Maurizia Espino
Sales,EUR,848.13,29.09.2020,Wallache Grishakin
Services,EUR,604.32,10.10.2020,Lefty Beranek
Legal,GBP,275.75,21.01.2020,Khalil Baskeyfield
Research and Development,USD,892.83 ,25.01.2020,Tamara Maben
Legal,JPY,127.97,17.03.2020,Edita Cottesford
Legal,EUR,133.09,01.04.2020,Sandi Towns
Human Resources,JPY,380.63,31.08.2020,Laureen Copestake
Human Resources,GBP,151.04,08.12.2020,Godfry Mayhead
Engineering,JPY,641.14,27.10.2020,Caril Massenhove
Legal,USD,723.84 ,05.12.2020,Simonette Rushe
Research and Development,EUR,103.60,16.06.2020,Lorelei Mazzia
Engineering,JPY,784.67,28.06.2020,Merlina Vaudre
Human Resources,EUR,447.81,22.01.2020,Ethelred Gurdon
Engineering,USD,629.47 ,30.06.2020,Lynnett Thunder
Accounting,GBP,200.26,17.01.2020,Sandor Twiname
Support,GBP,409.68,06.12.2020,Wenda Clements
Business Development,EUR,138.04,20.06.2020,Dalila Thorlby
Support,GBP,653.43,09.06.2020,Maxine Ouldcott
Business Development,USD,87.54 ,04.01.2020,Gillian Damsell
Human Resources,EUR,775.27,05.04.2020,Timothy Goodding
Legal,EUR,700.45,14.08.2020,Sloan Wrathmall
Product Management,JPY,570.82,09.01.2020,Verne Shoorbrooke
Sales,GBP,541.46,02.08.2020,Harri Cicchetto
Accounting,EUR,602.99,05.05.2020,Darwin Grouen
Business Development,GBP,579.26,13.11.2020,Ailene Angear
Training,JPY,621.68,10.03.2020,Skippie Heibl
Human Resources,USD,147.14 ,16.12.2020,Audie Russell
Services,EUR,322.74,20.06.2020,Annalee Bassford
Training,GBP,316.22,26.04.2020,Prue Betts
Sales,GBP,708.55,17.04.2020,Willis Creggan
Human Resources,USD,725.33 ,03.11.2020,Reena Yemm
Engineering,USD,948.19 ,24.12.2020,Germana Potkin
Sales,JPY,175.42,22.01.2020,Madelina Faier
Business Development,USD,590.27 ,15.02.2020,Alleen Bidder
Training,USD,858.68 ,27.07.2020,Micheil Bayston
Sales,JPY,374.74,08.08.2020,Zola Maffioni
Accounting,JPY,540.29,08.07.2020,Pooh Di Pietro
Marketing,EUR,233.84,16.04.2020,Lorianna Willimont
Support,JPY,858.97,04.04.2020,Morley Stobbe
Engineering,EUR,583.28,04.08.2020,Darcee O'Growgane
Accounting,USD,62.47 ,19.07.2020,Ulla McLaverty
Business Development,EUR,273.88,07.12.2020,Wynnie Guilloton
Accounting,EUR,353.15,04.01.2020,Johnna Foye
Marketing,EUR,360.95,17.06.2020,Kailey Lillee
Accounting,GBP,329.76,22.09.2020,Alejandra Pentercost
Marketing,EUR,916.69,11.03.2020,Courtnay Winks
Product Management,EUR,276.68,09.07.2020,Meredith McGuffie
Human Resources,GBP,61.63,30.12.2020,Esma Van Salzberger
Accounting,EUR,303.70,10.07.2020,Rora Barnish
Research and Development,GBP,336.52,29.07.2020,Brand Manjin
Services,JPY,392.00,09.01.2020,Pier Leftbridge
Marketing,JPY,101.24,26.12.2020,Jacki Lount
Accounting,USD,736.55 ,09.10.2020,Pavla Van Driel
Sales,USD,351.59 ,13.02.2020,Forster Szantho
Support,GBP,575.62,09.01.2020,Devora Woffinden
Marketing,GBP,268.58,01.02.2020,Bobbye Perfitt
Training,GBP,191.28,03.07.2020,Ernest Kaplin
Human Resources,USD,272.33 ,14.10.2020,Idette Leffek
Support,USD,436.75 ,12.12.2020,Reeva Vashchenko
Human Resources,EUR,693.56,24.07.2020,Latrina Bilsford
Marketing,USD,29.79 ,17.06.2020,Andy Elph
Human Resources,EUR,200.91,25.03.2020,Dave Djurevic
Human Resources,JPY,901.34,21.10.2020,Yulma Mc Curlye
Business Development,JPY,673.63,21.04.2020,Adam Domniney
Training,USD,254.76 ,21.06.2020,Laina Butland
Sales,GBP,722.29,18.12.2020,Maia Cornelisse
Support,JPY,90.12,20.09.2020,Elaina Walsh
Sales,USD,482.01 ,04.07.2020,Braden Pamphilon
Human Resources,GBP,548.18,17.05.2020,Robin Spencook
Accounting,JPY,312.88,15.08.2020,Hedvig Gwilym
Business Development,USD,166.52 ,27.10.2020,Laryssa Antliff
Marketing,USD,229.82 ,26.01.2020,Brendon Murcutt
Marketing,USD,465.19 ,24.03.2020,Talia Hunstone
Services,JPY,84.80,24.02.2020,Guilbert Cotterill
Legal,JPY,490.55,01.11.2020,Sancho Sockell
Research and Development,EUR,694.54,05.03.2020,Karoly Kleinerman
Support,GBP,125.48,01.09.2020,Phip Reddish
Research and Development,EUR,653.00,18.11.2020,Robin Lob
Sales,GBP,878.68,25.08.2020,Nevile Snookes
Human Resources,JPY,734.67,25.09.2020,Malia Hemstead
Product Management,EUR,839.86,27.12.2020,Nicola Rattry
Product Management,GBP,174.03,24.11.2020,Anna Docherty
Accounting,JPY,731.24,31.10.2020,Rosette Donner
Product Management,EUR,580.87,06.09.2020,Del Last
Business Development,EUR,719.82,21.11.2020,Payton Parell
Sales,USD,339.68 ,09.06.2020,Nelia Sempill
Business Development,GBP,43.82,12.07.2020,Reamonn Brennen
Support,JPY,850.33,04.08.2020,Tobin Bodd
Engineering,JPY,749.00,21.05.2020,Klarika Baynham
Product Management,GBP,156.54,25.01.2020,Renard Glowacki
Research and Development,USD,215.63 ,05.03.2020,Isaac Hinze
Training,JPY,345.59,18.11.2020,Barbette Samarth
Services,GBP,847.55,24.10.2020,Tucky Lempertz
Engineering,USD,259.39 ,15.11.2020,Worth Pankethman
Legal,EUR,736.76,09.12.2020,Weylin MacKaig
Training,GBP,729.99,26.06.2020,Enos MacGiolla
Support,USD,618.98 ,14.05.2020,Lorie Joselson
Research and Development,USD,710.82 ,22.11.2020,Susi Asty
Legal,EUR,121.51,28.12.2020,Lonni Wealthall
Product Management,USD,383.28 ,08.02.2020,Adriane Mila
Human Resources,USD,580.25 ,01.01.2020,Sloan Tringham
Legal,GBP,663.43,30.06.2020,Silvana Drane
Engineering,GBP,452.71,12.07.2020,Barnabas McCoole
Accounting,GBP,271.54,23.05.2020,Sibilla Rolling
Business Development,EUR,848.42,19.04.2020,Cazzie Seabourne
Support,JPY,609.44,02.12.2020,Haven Mackie
Business Development,JPY,889.14,11.02.2020,Jacki Lias
Business Development,GBP,106.77,14.07.2020,Sherlocke Grouse
Product Management,GBP,417.58,27.12.2020,Cammy Tapscott
Legal,JPY,443.50,11.12.2020,Miquela Rosenbarg
Accounting,EUR,790.87,14.05.2020,Gus Queripel
Sales,GBP,674.29,17.04.2020,Quincey Leeburne
Engineering,USD,597.05 ,20.09.2020,Orren Doudney
Sales,EUR,509.21,21.10.2020,Marlene Cabble
Sales,GBP,766.67,03.12.2020,Abelard Chasle
Support,EUR,67.45,09.01.2020,Gavan Dunguy
Services,EUR,941.97,04.04.2020,Norrie Fusco
Marketing,EUR,911.87,30.04.2020,Bronnie Locket
Engineering,GBP,145.13,09.04.2020,Wiley Parham
Human Resources,EUR,585.07,19.12.2020,Rora Mannock
Engineering,GBP,776.24,22.01.2020,Thadeus Collabine
Product Management,GBP,464.26,18.09.2020,Gaspar Cafferty
Training,USD,125.18 ,12.08.2020,Beauregard Jentle
Product Management,GBP,425.96,17.07.2020,Rahal Suart
Sales,JPY,896.56,07.05.2020,Ulises McGuinley
Research and Development,GBP,978.52,25.10.2020,Milena Pull
Business Development,USD,48.25 ,06.02.2020,Prent Meachan
Marketing,EUR,97.48,05.02.2020,Eloise Heald
Human Resources,USD,575.70 ,19.03.2020,Herve Fouldes
Research and Development,EUR,558.88,26.06.2020,Twila Brewin
Support,JPY,504.34,12.08.2020,Vick Feehely
Services,JPY,355.50,24.10.2020,Lind Mainstone
Research and Development,USD,763.64 ,26.01.2020,Rowe Orr
Sales,GBP,994.42,09.03.2020,Jo Tesyro
